User,Timestamp,Compound_Score,Pos_Score,Neu_Score,Neg_Score,Tweets_Ago,Tweet_Text
CBS,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,1.0,0.0,42,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9
CBS,Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.758,0.098,43,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh"
CBS,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.123,0.714,0.162,44,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉
CBS,Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.891,0.0,45,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX"
CBS,Thu Sep 20 21:38:21 +0000 2018,0.7896,0.212,0.788,0.0,46,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…
CBS,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,1.0,0.0,47,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
CBS,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.588,0.236,48,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs
CBS,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.791,0.0,49,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
CBS,Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.473,0.0,50,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
CBS,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,1.0,0.0,51,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
CBS,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.737,0.0,52,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
CBS,Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.909,0.091,53,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P"
CBS,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,1.0,0.0,54,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…
CBS,Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.771,0.159,55,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE"
CBS,Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.17,0.598,0.233,56,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…"
CBS,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,1.0,0.0,57,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx
CBS,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,1.0,0.0,58,This just in... https://t.co/QG3OYF6Rfv
CBS,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.699,0.083,59,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…
CBS,Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,1.0,0.0,60,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l"
CBS,Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.917,0.083,61,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb"
CBS,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.256,0.744,0.0,62,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv
CBS,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.851,0.0,63,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH
CBS,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,1.0,0.0,64,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog
CBS,Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.712,0.196,65,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…"
CBS,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,1.0,0.0,66,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR
CBS,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.879,0.121,67,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC
CBS,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.808,0.0,68,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO
CBS,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,1.0,0.0,69,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP
CBS,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.889,0.0,70,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ
CBS,Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.467,0.0,71,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL"
CBS,Tue Sep 04 20:34:26 +0000 2018,0.4215,0.135,0.865,0.0,72,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW
CBS,Sat Sep 01 15:25:34 +0000 2018,0.6514,0.171,0.829,0.0,73,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…
CBS,Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,1.0,0.0,74,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA"
CBS,Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,1.0,0.0,75,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk"
CBS,Thu Aug 30 19:45:51 +0000 2018,-0.6908,0.0,0.761,0.239,76,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…"
CBS,Thu Aug 30 15:32:47 +0000 2018,0.6239,0.17,0.83,0.0,77,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…
CBS,Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,1.0,0.0,78,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc"
CBS,Fri Aug 24 20:30:16 +0000 2018,-0.4389,0.0,0.888,0.112,79,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…
CBS,Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,1.0,0.0,80,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ"
CBS,Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,1.0,0.0,81,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb"
CBS,Mon Aug 20 21:59:56 +0000 2018,0.5423,0.171,0.829,0.0,82,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn
CBS,Fri Aug 17 17:42:02 +0000 2018,0.3182,0.113,0.887,0.0,83,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5"
CBS,Thu Aug 16 18:40:09 +0000 2018,0.0,0.0,1.0,0.0,84,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz
CBS,Thu Aug 16 00:09:03 +0000 2018,-0.5267,0.092,0.72,0.188,85,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…
CBS,Sun Aug 12 23:30:02 +0000 2018,0.0,0.0,1.0,0.0,86,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa
CBS,Sun Aug 12 15:04:59 +0000 2018,0.4389,0.126,0.874,0.0,87,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN
CBS,Sat Aug 11 18:00:00 +0000 2018,-0.3182,0.0,0.897,0.103,88,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p
CBS,Sat Aug 11 15:00:02 +0000 2018,0.4926,0.144,0.856,0.0,89,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND
CBS,Fri Aug 10 22:28:55 +0000 2018,0.8957,0.419,0.581,0.0,90,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4"
CBS,Fri Aug 10 19:59:14 +0000 2018,0.0,0.0,1.0,0.0,91,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…"
CBS,Thu Aug 09 21:00:00 +0000 2018,0.6696,0.255,0.745,0.0,92,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT
CBS,Thu Aug 09 18:47:00 +0000 2018,0.7901,0.28,0.72,0.0,93,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD
CBS,Wed Aug 08 16:05:11 +0000 2018,0.6696,0.209,0.791,0.0,94,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u"
CBS,Tue Aug 07 16:06:57 +0000 2018,0.0,0.0,1.0,0.0,95,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs
CBS,Mon Aug 06 00:20:55 +0000 2018,0.3612,0.111,0.889,0.0,96,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…"
CBS,Mon Aug 06 00:07:38 +0000 2018,0.7424,0.3,0.617,0.082,97,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP
CBS,Mon Aug 06 00:02:58 +0000 2018,0.3818,0.106,0.894,0.0,98,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…
CBS,Mon Aug 06 00:02:02 +0000 2018,0.5093,0.141,0.859,0.0,99,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8
CBS,Sun Aug 05 23:58:41 +0000 2018,0.0,0.0,1.0,0.0,100,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018"
CNN,Sun Sep 30 08:01:04 +0000 2018,0.3612,0.143,0.857,0.0,1,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/t5qCzejhyj vi… https://t.co/G7flwx8rEm
CNN,Sun Sep 30 07:50:46 +0000 2018,-0.5994,0.0,0.794,0.206,2,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/4qMtFf6m5O"
CNN,Sun Sep 30 07:31:00 +0000 2018,0.1531,0.118,0.882,0.0,3,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/44ucQCMCKB
CNN,Sun Sep 30 07:01:05 +0000 2018,0.0,0.0,1.0,0.0,4,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GIhkkA68XQ
CNN,Sun Sep 30 06:31:00 +0000 2018,0.7351,0.36,0.64,0.0,5,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/MzQnkXqx53"
CNN,Sun Sep 30 06:01:07 +0000 2018,0.0,0.0,1.0,0.0,6,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/KaG3tJxcPs"
CNN,Sun Sep 30 05:46:05 +0000 2018,0.0,0.0,1.0,0.0,7,"Days ago, residents in a community north of St. Louis got some news that they've long wanted to hear. Radioactive m… https://t.co/swmxWH3MSH"
CNN,Sun Sep 30 05:31:00 +0000 2018,0.2732,0.116,0.884,0.0,8,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/owLc7OvGKP
CNN,Sun Sep 30 05:16:05 +0000 2018,0.3612,0.106,0.894,0.0,9,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/N6rKE63Iik
CNN,Sun Sep 30 05:01:00 +0000 2018,0.0,0.0,1.0,0.0,10,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/CjWifh0P0i
CNN,Sun Sep 30 04:46:02 +0000 2018,0.4588,0.13,0.87,0.0,11,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/PPINKQs66p
CNN,Sun Sep 30 04:31:00 +0000 2018,0.0,0.0,1.0,0.0,12,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/xxBEDzxlD9
CNN,Sun Sep 30 04:16:00 +0000 2018,0.0,0.0,1.0,0.0,13,"What has two heads, is extremely rare and doesn't have a long life expectancy?

This two-headed baby copperhead, wh… https://t.co/UmdU9G7kOj"
CNN,Sun Sep 30 04:01:04 +0000 2018,-0.2732,0.0,0.905,0.095,14,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/mjUlSYrDlb"
CNN,Sun Sep 30 03:30:23 +0000 2018,0.0,0.0,1.0,0.0,15,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/s8adwFD2pS"
CNN,Sun Sep 30 03:00:06 +0000 2018,0.0,0.0,1.0,0.0,16,Several Southern California high school students face disciplinary action after spelling out a racial slur with let… https://t.co/2goay3zfXq
CNN,Sun Sep 30 02:32:25 +0000 2018,-0.1779,0.0,0.922,0.078,17,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/JCoIJmFVGv
CNN,Sun Sep 30 02:00:13 +0000 2018,0.5994,0.234,0.766,0.0,18,"SiriusXM is buying Pandora in a $3.5 billion deal, which will create the world's largest audio entertainment compan… https://t.co/mHXQZC5D4q"
CNN,Sun Sep 30 01:00:08 +0000 2018,0.2263,0.147,0.853,0.0,19,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L
CNN,Sun Sep 30 00:31:16 +0000 2018,0.4404,0.187,0.813,0.0,20,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman in… https://t.co/CaXmdL9s9b
CNN,Sun Sep 30 08:01:04 +0000 2018,0.3612,0.143,0.857,0.0,21,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/t5qCzejhyj vi… https://t.co/G7flwx8rEm
CNN,Sun Sep 30 07:50:46 +0000 2018,-0.5994,0.0,0.794,0.206,22,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/4qMtFf6m5O"
CNN,Sun Sep 30 07:31:00 +0000 2018,0.1531,0.118,0.882,0.0,23,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/44ucQCMCKB
CNN,Sun Sep 30 07:01:05 +0000 2018,0.0,0.0,1.0,0.0,24,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GIhkkA68XQ
CNN,Sun Sep 30 06:31:00 +0000 2018,0.7351,0.36,0.64,0.0,25,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/MzQnkXqx53"
CNN,Sun Sep 30 06:01:07 +0000 2018,0.0,0.0,1.0,0.0,26,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/KaG3tJxcPs"
CNN,Sun Sep 30 05:46:05 +0000 2018,0.0,0.0,1.0,0.0,27,"Days ago, residents in a community north of St. Louis got some news that they've long wanted to hear. Radioactive m… https://t.co/swmxWH3MSH"
CNN,Sun Sep 30 05:31:00 +0000 2018,0.2732,0.116,0.884,0.0,28,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/owLc7OvGKP
CNN,Sun Sep 30 05:16:05 +0000 2018,0.3612,0.106,0.894,0.0,29,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/N6rKE63Iik
CNN,Sun Sep 30 05:01:00 +0000 2018,0.0,0.0,1.0,0.0,30,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/CjWifh0P0i
CNN,Sun Sep 30 04:46:02 +0000 2018,0.4588,0.13,0.87,0.0,31,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/PPINKQs66p
CNN,Sun Sep 30 04:31:00 +0000 2018,0.0,0.0,1.0,0.0,32,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/xxBEDzxlD9
CNN,Sun Sep 30 04:16:00 +0000 2018,0.0,0.0,1.0,0.0,33,"What has two heads, is extremely rare and doesn't have a long life expectancy?

This two-headed baby copperhead, wh… https://t.co/UmdU9G7kOj"
CNN,Sun Sep 30 04:01:04 +0000 2018,-0.2732,0.0,0.905,0.095,34,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/mjUlSYrDlb"
CNN,Sun Sep 30 03:30:23 +0000 2018,0.0,0.0,1.0,0.0,35,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/s8adwFD2pS"
CNN,Sun Sep 30 03:00:06 +0000 2018,0.0,0.0,1.0,0.0,36,Several Southern California high school students face disciplinary action after spelling out a racial slur with let… https://t.co/2goay3zfXq
CNN,Sun Sep 30 02:32:25 +0000 2018,-0.1779,0.0,0.922,0.078,37,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/JCoIJmFVGv
CNN,Sun Sep 30 02:00:13 +0000 2018,0.5994,0.234,0.766,0.0,38,"SiriusXM is buying Pandora in a $3.5 billion deal, which will create the world's largest audio entertainment compan… https://t.co/mHXQZC5D4q"
CNN,Sun Sep 30 01:00:08 +0000 2018,0.2263,0.147,0.853,0.0,39,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L
CNN,Sun Sep 30 00:31:16 +0000 2018,0.4404,0.187,0.813,0.0,40,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman in… https://t.co/CaXmdL9s9b
CNN,Sun Sep 30 00:00:11 +0000 2018,-0.5267,0.0,0.804,0.196,41,The attack on Facebook that exposed nearly 50 million users' information is the largest hack ever for the company… https://t.co/T2vOGRm0Ry
CNN,Sat Sep 29 23:11:11 +0000 2018,0.2263,0.091,0.909,0.0,42,North Carolina is among the 8 states that require sex education classes to mention consent. A map in an earlier twe… https://t.co/GUCQpYwvBA
CNN,Sat Sep 29 23:00:09 +0000 2018,-0.4019,0.064,0.788,0.148,43,"A 13-year-old boy was attacked Saturday by a shark while diving for lobsters in waters off Encinitas, California, a… https://t.co/jNMREHePwO"
CNN,Sat Sep 29 22:45:07 +0000 2018,0.1027,0.128,0.765,0.107,44,"Alas, an asteroid shaped like a skull is NOT going to zip by Earth this Halloween https://t.co/Va32inAu8z https://t.co/fYHvcOm0Bt"
CNN,Sat Sep 29 22:30:11 +0000 2018,0.0,0.0,1.0,0.0,45,"Nearly two years to the day after its inaugural march, thousands are expected to take to the streets again early ne… https://t.co/dzj1GMnykd"
CNN,Sat Sep 29 22:00:10 +0000 2018,0.1027,0.085,0.849,0.066,46,"JUST IN: Elon Musk agrees to pay $20 million and quit as Tesla chairman in deal with SEC
https://t.co/SIweOPR39g https://t.co/fluv7kgynH"
CNN,Sat Sep 29 22:00:07 +0000 2018,0.0,0.0,1.0,0.0,47,"Meet the ""Hurricane Cowboy"" who's rescuing animals in Florence's aftermath https://t.co/RkgzcXnl3A https://t.co/KgBHD2Pnbk"
CNN,Sat Sep 29 21:46:03 +0000 2018,-0.3612,0.0,0.894,0.106,48,Alyssa Milano says that while it was difficult to be in the room when Brett Kavanaugh and Christine Blasey Ford tes… https://t.co/dBXUbdEekE
CNN,Sat Sep 29 21:28:04 +0000 2018,0.5574,0.205,0.795,0.0,49,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/wAvxOyw2ul
CNN,Sat Sep 29 21:14:21 +0000 2018,-0.2023,0.0,0.913,0.087,50,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/HgiqqNBfto
CNN,Sat Sep 29 21:00:10 +0000 2018,-0.2023,0.065,0.833,0.102,51,"The FBI has reached out to Deborah Ramirez, who has accused Brett Kavanaugh of inappropriate sexual behavior when t… https://t.co/WEbuyKazm7"
CNN,Sat Sep 29 20:31:05 +0000 2018,0.1027,0.16,0.7,0.14,52,Why the world's leaders may regret laughing at Donald Trump | By Nic Robertson for @CNNOpinion… https://t.co/OSqC3AWTmf
CNN,Sat Sep 29 20:00:31 +0000 2018,0.2942,0.154,0.846,0.0,53,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOOE7M https://t.co/O5nJzZCYM8"
CNN,Sat Sep 29 19:31:06 +0000 2018,-0.4588,0.0,0.885,0.115,54,"Ciham Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is o… https://t.co/07xI3uUH7M"
CNN,Sat Sep 29 19:00:30 +0000 2018,-0.6486,0.0,0.798,0.202,55,"It’s a devastating scene, and the reality of so many parents addicted to drugs. @lisaling gives us a heartbreaking… https://t.co/sXEhUoMmu6"
CNN,Sat Sep 29 18:31:05 +0000 2018,0.2263,0.147,0.853,0.0,56,Only these 8 states require sex education classes to mention consent https://t.co/iEMukcvLni https://t.co/tSeUG8ez0x
CNN,Sat Sep 29 18:00:36 +0000 2018,0.6597,0.252,0.748,0.0,57,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/zjDnYO6jGI"
CNN,Sat Sep 29 17:30:38 +0000 2018,-0.4019,0.0,0.863,0.137,58,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/5iguBTXFez"
CNN,Sat Sep 29 17:20:08 +0000 2018,-0.6705,0.0,0.769,0.231,59,"Two police officers were killed in a shootout early Saturday in Brookhaven, Mississippi, a state official said. https://t.co/sWEwLdiMHf"
CNN,Sat Sep 29 16:30:13 +0000 2018,0.4019,0.153,0.847,0.0,60,"A 33-year-old vet went to the VA for help. Hours later, he took his own life. https://t.co/Fv9cfLdrE9"
CNN,Sat Sep 29 16:00:10 +0000 2018,-0.7906,0.0,0.667,0.333,61,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU
CNN,Sat Sep 29 15:46:07 +0000 2018,0.4939,0.158,0.842,0.0,62,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate with… https://t.co/TJafi07Kia"
CNN,Sat Sep 29 15:17:19 +0000 2018,0.0,0.0,1.0,0.0,63,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main is… https://t.co/6mrQrfOpXW
CNN,Sat Sep 29 14:01:06 +0000 2018,0.1779,0.234,0.52,0.245,64,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/qsWWdCkbp1"
CNN,Sat Sep 29 13:46:06 +0000 2018,-0.7003,0.055,0.703,0.242,65,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/8KgMQNawGx
CNN,Sat Sep 29 13:31:00 +0000 2018,0.2732,0.116,0.884,0.0,66,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/4LW4920YfF
CNN,Sat Sep 29 13:16:03 +0000 2018,-0.3182,0.0,0.887,0.113,67,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/Qss2RgsvMs"
CNN,Sat Sep 29 13:01:12 +0000 2018,-0.7717,0.0,0.691,0.309,68,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y"
CNN,Sat Sep 29 12:46:06 +0000 2018,0.34,0.159,0.841,0.0,69,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/nAkVIZdR96"
CNN,Sat Sep 29 12:31:00 +0000 2018,-0.1779,0.0,0.922,0.078,70,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/NLz9VFBdx5
CNN,Sat Sep 29 12:16:05 +0000 2018,0.25,0.124,0.796,0.08,71,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senato… https://t.co/GL6sJnfjpG
CNN,Sat Sep 29 12:00:24 +0000 2018,0.6124,0.25,0.75,0.0,72,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9… https://t.co/4uAoNu4idr"
CNN,Sat Sep 29 11:46:03 +0000 2018,0.5574,0.205,0.795,0.0,73,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/DIRC09z8tk
